threshold,precision,recall,f1
0.8300000000000001,1.0,0.40939597315436244,0.580952380952381
0.84,1.0,0.3422818791946309,0.51
0.85,1.0,0.3288590604026846,0.494949494949495
0.86,1.0,0.2953020134228188,0.45595854922279794
0.87,1.0,0.24161073825503357,0.3891891891891892
0.88,1.0,0.2348993288590604,0.3804347826086957
0.89,1.0,0.18791946308724833,0.3163841807909605
0.9,1.0,0.15436241610738255,0.26744186046511625
0.91,1.0,0.12080536912751678,0.2155688622754491
0.92,1.0,0.10738255033557047,0.19393939393939394
0.93,1.0,0.087248322147651,0.16049382716049382
0.9400000000000001,1.0,0.040268456375838924,0.07741935483870968
0.9500000000000001,1.0,0.040268456375838924,0.07741935483870968
0.96,1.0,0.020134228187919462,0.039473684210526314
0.97,1.0,0.013422818791946308,0.026490066225165563
0.98,1.0,0.006711409395973154,0.013333333333333334
0.99,0.0,0.0,0.0
1.0,0.0,0.0,0.0
